Ward,Neighbourhood Number,Neighbourhood Name,Age,Female,Male,Other
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,36,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,37,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,38,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,39,0,2,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,40,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,41,1,4,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,42,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,43,1,2,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,44,1,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,45,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,46,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,47,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,48,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,49,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,50,0,2,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,51,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,52,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,53,0,2,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,54,0,5,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,55,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,56,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,57,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,58,0,4,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,59,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,60,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,61,0,1,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,62,0,2,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,63,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,64,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,65,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,66,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,67,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,68,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,69,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,70,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,71,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,72,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,73,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,74,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,75,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,76,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,77,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,78,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,79,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,80,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,81,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,82,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,83,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,84,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,85+,0,0,0
WARD 1,4670,WINTERBURN INDUSTRIAL AREA WEST,No response,4,6,0
WARD 1,4700,BRECKENRIDGE GREENS,0,8,5,0
WARD 1,4700,BRECKENRIDGE GREENS,1,9,12,0
WARD 1,4700,BRECKENRIDGE GREENS,2,6,9,0
WARD 1,4700,BRECKENRIDGE GREENS,3,8,8,0
WARD 1,4700,BRECKENRIDGE GREENS,4,5,16,0
WARD 1,4700,BRECKENRIDGE GREENS,5,9,11,0
WARD 1,4700,BRECKENRIDGE GREENS,6,6,6,0
WARD 1,4700,BRECKENRIDGE GREENS,7,12,9,0
WARD 1,4700,BRECKENRIDGE GREENS,8,11,11,0
WARD 1,4700,BRECKENRIDGE GREENS,9,6,12,0
WARD 1,4700,BRECKENRIDGE GREENS,10,17,10,0
WARD 1,4700,BRECKENRIDGE GREENS,11,9,10,0
WARD 1,4700,BRECKENRIDGE GREENS,12,15,8,0
WARD 1,4700,BRECKENRIDGE GREENS,13,11,10,0
WARD 1,4700,BRECKENRIDGE GREENS,14,10,11,0
WARD 1,4700,BRECKENRIDGE GREENS,15,12,9,0
WARD 1,4700,BRECKENRIDGE GREENS,16,9,14,0
WARD 1,4700,BRECKENRIDGE GREENS,17,6,6,0
WARD 1,4700,BRECKENRIDGE GREENS,18,7,7,0
WARD 1,4700,BRECKENRIDGE GREENS,19,11,7,0
WARD 1,4700,BRECKENRIDGE GREENS,20,12,8,0
WARD 1,4700,BRECKENRIDGE GREENS,21,13,8,0
WARD 1,4700,BRECKENRIDGE GREENS,22,6,7,0
WARD 1,4700,BRECKENRIDGE GREENS,23,6,9,0
WARD 1,4700,BRECKENRIDGE GREENS,24,8,7,0
WARD 1,4700,BRECKENRIDGE GREENS,25,11,8,0
WARD 1,4700,BRECKENRIDGE GREENS,26,11,16,0
WARD 1,4700,BRECKENRIDGE GREENS,27,12,8,0
WARD 1,4700,BRECKENRIDGE GREENS,28,7,3,0
WARD 1,4700,BRECKENRIDGE GREENS,29,13,11,0
WARD 1,4700,BRECKENRIDGE GREENS,30,3,10,0
WARD 1,4700,BRECKENRIDGE GREENS,31,11,9,0
WARD 1,4700,BRECKENRIDGE GREENS,32,7,6,0
WARD 1,4700,BRECKENRIDGE GREENS,33,14,15,0
WARD 1,4700,BRECKENRIDGE GREENS,34,14,8,0
WARD 1,4700,BRECKENRIDGE GREENS,35,18,10,0
WARD 1,4700,BRECKENRIDGE GREENS,36,19,13,0
WARD 1,4700,BRECKENRIDGE GREENS,37,12,10,0
WARD 1,4700,BRECKENRIDGE GREENS,38,6,11,0
WARD 1,4700,BRECKENRIDGE GREENS,39,13,11,0
WARD 1,4700,BRECKENRIDGE GREENS,40,13,13,0
WARD 1,4700,BRECKENRIDGE GREENS,41,12,5,0
WARD 1,4700,BRECKENRIDGE GREENS,42,14,12,0
WARD 1,4700,BRECKENRIDGE GREENS,43,17,12,0
WARD 1,4700,BRECKENRIDGE GREENS,44,21,6,0
WARD 1,4700,BRECKENRIDGE GREENS,45,10,27,0
WARD 1,4700,BRECKENRIDGE GREENS,46,19,17,0
WARD 1,4700,BRECKENRIDGE GREENS,47,17,8,0
WARD 1,4700,BRECKENRIDGE GREENS,48,20,26,0
WARD 1,4700,BRECKENRIDGE GREENS,49,15,8,0
WARD 1,4700,BRECKENRIDGE GREENS,50,15,12,0
WARD 1,4700,BRECKENRIDGE GREENS,51,11,20,0
WARD 1,4700,BRECKENRIDGE GREENS,52,15,12,0
WARD 1,4700,BRECKENRIDGE GREENS,53,13,16,0
WARD 1,4700,BRECKENRIDGE GREENS,54,10,15,0
WARD 1,4700,BRECKENRIDGE GREENS,55,5,9,0
WARD 1,4700,BRECKENRIDGE GREENS,56,9,14,0
WARD 1,4700,BRECKENRIDGE GREENS,57,12,15,0
WARD 1,4700,BRECKENRIDGE GREENS,58,20,10,0
WARD 1,4700,BRECKENRIDGE GREENS,59,23,11,0
WARD 1,4700,BRECKENRIDGE GREENS,60,10,7,0
WARD 1,4700,BRECKENRIDGE GREENS,61,11,12,0
WARD 1,4700,BRECKENRIDGE GREENS,62,6,6,0
WARD 1,4700,BRECKENRIDGE GREENS,63,9,6,0
WARD 1,4700,BRECKENRIDGE GREENS,64,12,9,0
WARD 1,4700,BRECKENRIDGE GREENS,65,10,7,0
WARD 1,4700,BRECKENRIDGE GREENS,66,8,7,0
WARD 1,4700,BRECKENRIDGE GREENS,67,9,5,0
WARD 1,4700,BRECKENRIDGE GREENS,68,4,5,0
WARD 1,4700,BRECKENRIDGE GREENS,69,10,6,0
WARD 1,4700,BRECKENRIDGE GREENS,70,2,6,0
WARD 1,4700,BRECKENRIDGE GREENS,71,7,4,0
WARD 1,4700,BRECKENRIDGE GREENS,72,4,5,0
WARD 1,4700,BRECKENRIDGE GREENS,73,12,2,0
WARD 1,4700,BRECKENRIDGE GREENS,74,6,5,0
WARD 1,4700,BRECKENRIDGE GREENS,75,9,7,0
WARD 1,4700,BRECKENRIDGE GREENS,76,2,2,0
WARD 1,4700,BRECKENRIDGE GREENS,77,5,6,0
WARD 1,4700,BRECKENRIDGE GREENS,78,3,4,0
WARD 1,4700,BRECKENRIDGE GREENS,79,4,4,0
WARD 1,4700,BRECKENRIDGE GREENS,80,2,5,0
WARD 1,4700,BRECKENRIDGE GREENS,81,0,2,0
WARD 1,4700,BRECKENRIDGE GREENS,82,3,3,0
WARD 1,4700,BRECKENRIDGE GREENS,83,0,3,0
WARD 1,4700,BRECKENRIDGE GREENS,84,1,1,0
WARD 1,4700,BRECKENRIDGE GREENS,85+,8,6,0
WARD 1,4700,BRECKENRIDGE GREENS,No response,127,128,2
WARD 1,4710,POTTER GREENS,0,5,5,0
WARD 1,4710,POTTER GREENS,1,3,2,0
WARD 1,4710,POTTER GREENS,2,3,4,0
WARD 1,4710,POTTER GREENS,3,0,3,0
WARD 1,4710,POTTER GREENS,4,4,1,0
WARD 1,4710,POTTER GREENS,5,6,6,0
WARD 1,4710,POTTER GREENS,6,5,4,0
WARD 1,4710,POTTER GREENS,7,3,3,0
WARD 1,4710,POTTER GREENS,8,5,4,0
WARD 1,4710,POTTER GREENS,9,9,3,0
WARD 1,4710,POTTER GREENS,10,6,3,0
WARD 1,4710,POTTER GREENS,11,6,13,0
WARD 1,4710,POTTER GREENS,12,6,8,0
WARD 1,4710,POTTER GREENS,13,6,9,0
WARD 1,4710,POTTER GREENS,14,6,9,0
WARD 1,4710,POTTER GREENS,15,8,6,0
WARD 1,4710,POTTER GREENS,16,10,13,0
WARD 1,4710,POTTER GREENS,17,9,20,0
WARD 1,4710,POTTER GREENS,18,9,5,0
WARD 1,4710,POTTER GREENS,19,8,8,0
WARD 1,4710,POTTER GREENS,20,6,9,1
WARD 1,4710,POTTER GREENS,21,12,7,0
WARD 1,4710,POTTER GREENS,22,7,12,0
WARD 1,4710,POTTER GREENS,23,12,7,0
WARD 1,4710,POTTER GREENS,24,8,5,0
WARD 1,4710,POTTER GREENS,25,2,5,0
WARD 1,4710,POTTER GREENS,26,3,3,0
WARD 1,4710,POTTER GREENS,27,4,3,0
WARD 1,4710,POTTER GREENS,28,0,2,0
WARD 1,4710,POTTER GREENS,29,2,3,0
WARD 1,4710,POTTER GREENS,30,4,3,0
WARD 1,4710,POTTER GREENS,31,4,4,0
WARD 1,4710,POTTER GREENS,32,3,4,0
WARD 1,4710,POTTER GREENS,33,5,3,0
WARD 1,4710,POTTER GREENS,34,5,3,0
WARD 1,4710,POTTER GREENS,35,5,2,0
WARD 1,4710,POTTER GREENS,36,2,0,0
WARD 1,4710,POTTER GREENS,37,7,4,0
WARD 1,4710,POTTER GREENS,38,4,2,0
WARD 1,4710,POTTER GREENS,39,4,3,0
WARD 1,4710,POTTER GREENS,40,4,4,0
WARD 1,4710,POTTER GREENS,41,10,7,0
WARD 1,4710,POTTER GREENS,42,8,5,0
WARD 1,4710,POTTER GREENS,43,9,6,0
WARD 1,4710,POTTER GREENS,44,7,8,0
WARD 1,4710,POTTER GREENS,45,5,8,0
WARD 1,4710,POTTER GREENS,46,12,9,0
WARD 1,4710,POTTER GREENS,47,16,8,0
WARD 1,4710,POTTER GREENS,48,10,10,0
WARD 1,4710,POTTER GREENS,49,17,10,0
WARD 1,4710,POTTER GREENS,50,5,7,0
WARD 1,4710,POTTER GREENS,51,11,11,0
WARD 1,4710,POTTER GREENS,52,17,9,0
WARD 1,4710,POTTER GREENS,53,14,14,0
WARD 1,4710,POTTER GREENS,54,13,5,0
WARD 1,4710,POTTER GREENS,55,12,18,0
WARD 1,4710,POTTER GREENS,56,14,13,0
WARD 1,4710,POTTER GREENS,57,15,11,0
WARD 1,4710,POTTER GREENS,58,13,19,0
WARD 1,4710,POTTER GREENS,59,14,12,0
WARD 1,4710,POTTER GREENS,60,13,11,0
WARD 1,4710,POTTER GREENS,61,8,20,0
WARD 1,4710,POTTER GREENS,62,14,5,0
WARD 1,4710,POTTER GREENS,63,16,15,0
WARD 1,4710,POTTER GREENS,64,11,15,0
WARD 1,4710,POTTER GREENS,65,11,9,0
WARD 1,4710,POTTER GREENS,66,13,13,0
WARD 1,4710,POTTER GREENS,67,20,16,1
WARD 1,4710,POTTER GREENS,68,13,11,0
WARD 1,4710,POTTER GREENS,69,18,9,0
WARD 1,4710,POTTER GREENS,70,9,12,0
WARD 1,4710,POTTER GREENS,71,8,7,0
WARD 1,4710,POTTER GREENS,72,10,8,0
WARD 1,4710,POTTER GREENS,73,8,6,0
WARD 1,4710,POTTER GREENS,74,8,10,0
WARD 1,4710,POTTER GREENS,75,5,7,0
WARD 1,4710,POTTER GREENS,76,9,4,0
WARD 1,4710,POTTER GREENS,77,5,6,0
WARD 1,4710,POTTER GREENS,78,6,6,0
WARD 1,4710,POTTER GREENS,79,1,2,0
WARD 1,4710,POTTER GREENS,80,2,6,0
WARD 1,4710,POTTER GREENS,81,6,3,0
WARD 1,4710,POTTER GREENS,82,2,5,0
WARD 1,4710,POTTER GREENS,83,2,1,0
WARD 1,4710,POTTER GREENS,84,3,5,0
WARD 1,4710,POTTER GREENS,85+,12,9,0
WARD 1,4710,POTTER GREENS,No response,96,89,0
WARD 1,4730,SUDER GREENS,0,16,15,0
WARD 1,4730,SUDER GREENS,1,23,19,0
WARD 1,4730,SUDER GREENS,2,20,23,0
WARD 1,4730,SUDER GREENS,3,16,22,0
WARD 1,4730,SUDER GREENS,4,17,28,0
WARD 1,4730,SUDER GREENS,5,20,19,0
WARD 1,4730,SUDER GREENS,6,27,22,0
WARD 1,4730,SUDER GREENS,7,25,23,0
WARD 1,4730,SUDER GREENS,8,22,20,0
WARD 1,4730,SUDER GREENS,9,19,21,0
WARD 1,4730,SUDER GREENS,10,21,21,0
WARD 1,4730,SUDER GREENS,11,14,12,0
WARD 1,4730,SUDER GREENS,12,23,21,0
WARD 1,4730,SUDER GREENS,13,10,18,0
WARD 1,4730,SUDER GREENS,14,20,11,0
WARD 1,4730,SUDER GREENS,15,18,6,0
WARD 1,4730,SUDER GREENS,16,16,11,0
WARD 1,4730,SUDER GREENS,17,13,11,0
WARD 1,4730,SUDER GREENS,18,17,10,0
WARD 1,4730,SUDER GREENS,19,16,17,0
WARD 1,4730,SUDER GREENS,20,13,13,0
WARD 1,4730,SUDER GREENS,21,11,17,0
WARD 1,4730,SUDER GREENS,22,14,19,0
WARD 1,4730,SUDER GREENS,23,19,16,0
WARD 1,4730,SUDER GREENS,24,20,10,0
WARD 1,4730,SUDER GREENS,25,12,20,0
WARD 1,4730,SUDER GREENS,26,10,15,0
WARD 1,4730,SUDER GREENS,27,11,15,0
WARD 1,4730,SUDER GREENS,28,16,14,0
WARD 1,4730,SUDER GREENS,29,14,11,0
WARD 1,4730,SUDER GREENS,30,27,19,0
WARD 1,4730,SUDER GREENS,31,18,18,0
WARD 1,4730,SUDER GREENS,32,28,14,0
WARD 1,4730,SUDER GREENS,33,29,22,0
WARD 1,4730,SUDER GREENS,34,23,17,0
WARD 1,4730,SUDER GREENS,35,27,25,0
WARD 1,4730,SUDER GREENS,36,37,20,0
WARD 1,4730,SUDER GREENS,37,17,17,0
WARD 1,4730,SUDER GREENS,38,21,19,0
WARD 1,4730,SUDER GREENS,39,25,19,0
WARD 1,4730,SUDER GREENS,40,30,20,1
WARD 1,4730,SUDER GREENS,41,30,25,0
WARD 1,4730,SUDER GREENS,42,23,36,0
WARD 1,4730,SUDER GREENS,43,17,22,0
WARD 1,4730,SUDER GREENS,44,24,21,0
WARD 1,4730,SUDER GREENS,45,27,26,0
WARD 1,4730,SUDER GREENS,46,24,20,0
WARD 1,4730,SUDER GREENS,47,11,21,0
WARD 1,4730,SUDER GREENS,48,18,19,0
WARD 1,4730,SUDER GREENS,49,24,18,0
WARD 1,4730,SUDER GREENS,50,19,11,0
WARD 1,4730,SUDER GREENS,51,20,18,0
WARD 1,4730,SUDER GREENS,52,17,22,0
WARD 1,4730,SUDER GREENS,53,13,25,0
WARD 1,4730,SUDER GREENS,54,22,10,0
WARD 1,4730,SUDER GREENS,55,15,21,0
WARD 1,4730,SUDER GREENS,56,21,14,0
WARD 1,4730,SUDER GREENS,57,14,13,0
WARD 1,4730,SUDER GREENS,58,14,19,0
WARD 1,4730,SUDER GREENS,59,12,16,0
WARD 1,4730,SUDER GREENS,60,18,11,0
WARD 1,4730,SUDER GREENS,61,11,15,0
WARD 1,4730,SUDER GREENS,62,12,9,0
WARD 1,4730,SUDER GREENS,63,9,8,0
WARD 1,4730,SUDER GREENS,64,4,9,0
WARD 1,4730,SUDER GREENS,65,14,10,0
WARD 1,4730,SUDER GREENS,66,10,12,0
WARD 1,4730,SUDER GREENS,67,7,12,0
WARD 1,4730,SUDER GREENS,68,14,8,0
WARD 1,4730,SUDER GREENS,69,10,3,0
WARD 1,4730,SUDER GREENS,70,8,8,0
WARD 1,4730,SUDER GREENS,71,7,5,0
WARD 1,4730,SUDER GREENS,72,6,2,0
WARD 1,4730,SUDER GREENS,73,2,4,0
WARD 1,4730,SUDER GREENS,74,11,6,0
WARD 1,4730,SUDER GREENS,75,6,5,0
WARD 1,4730,SUDER GREENS,76,5,4,0
WARD 1,4730,SUDER GREENS,77,2,2,0
WARD 1,4730,SUDER GREENS,78,6,1,0
WARD 1,4730,SUDER GREENS,79,3,2,0
WARD 1,4730,SUDER GREENS,80,4,2,0
WARD 1,4730,SUDER GREENS,81,1,0,0
WARD 1,4730,SUDER GREENS,82,1,3,0
WARD 1,4730,SUDER GREENS,83,1,2,0
WARD 1,4730,SUDER GREENS,84,3,2,0
WARD 1,4730,SUDER GREENS,85+,2,4,0
WARD 1,4730,SUDER GREENS,No response,342,363,1
WARD 1,4740,WEBBER GREENS,0,9,10,0
WARD 1,4740,WEBBER GREENS,1,13,10,0
WARD 1,4740,WEBBER GREENS,2,16,15,0
WARD 1,4740,WEBBER GREENS,3,19,19,0
WARD 1,4740,WEBBER GREENS,4,14,12,0
WARD 1,4740,WEBBER GREENS,5,9,16,0
WARD 1,4740,WEBBER GREENS,6,18,10,0
WARD 1,4740,WEBBER GREENS,7,18,8,0
WARD 1,4740,WEBBER GREENS,8,12,5,0
WARD 1,4740,WEBBER GREENS,9,16,12,0
WARD 1,4740,WEBBER GREENS,10,8,8,0
WARD 1,4740,WEBBER GREENS,11,10,14,0
WARD 1,4740,WEBBER GREENS,12,8,13,0
WARD 1,4740,WEBBER GREENS,13,9,8,0
WARD 1,4740,WEBBER GREENS,14,11,10,0
WARD 1,4740,WEBBER GREENS,15,12,11,0
WARD 1,4740,WEBBER GREENS,16,6,11,0
WARD 1,4740,WEBBER GREENS,17,10,17,0
WARD 1,4740,WEBBER GREENS,18,9,9,0
WARD 1,4740,WEBBER GREENS,19,14,11,0
WARD 1,4740,WEBBER GREENS,20,19,8,0
WARD 1,4740,WEBBER GREENS,21,13,10,0
WARD 1,4740,WEBBER GREENS,22,7,11,0
WARD 1,4740,WEBBER GREENS,23,8,10,0
WARD 1,4740,WEBBER GREENS,24,11,3,0
WARD 1,4740,WEBBER GREENS,25,10,6,0
WARD 1,4740,WEBBER GREENS,26,7,9,0
WARD 1,4740,WEBBER GREENS,27,12,7,0
WARD 1,4740,WEBBER GREENS,28,5,6,0
WARD 1,4740,WEBBER GREENS,29,22,6,0
WARD 1,4740,WEBBER GREENS,30,14,13,0
WARD 1,4740,WEBBER GREENS,31,14,9,0
WARD 1,4740,WEBBER GREENS,32,17,13,0
WARD 1,4740,WEBBER GREENS,33,25,16,0
WARD 1,4740,WEBBER GREENS,34,24,12,0
WARD 1,4740,WEBBER GREENS,35,24,14,0
WARD 1,4740,WEBBER GREENS,36,17,21,0
WARD 1,4740,WEBBER GREENS,37,12,13,0
WARD 1,4740,WEBBER GREENS,38,19,6,0
WARD 1,4740,WEBBER GREENS,39,16,18,0
WARD 1,4740,WEBBER GREENS,40,19,17,0
WARD 1,4740,WEBBER GREENS,41,17,12,0
WARD 1,4740,WEBBER GREENS,42,15,12,0
WARD 1,4740,WEBBER GREENS,43,22,11,0
WARD 1,4740,WEBBER GREENS,44,13,22,0
WARD 1,4740,WEBBER GREENS,45,20,17,0
WARD 1,4740,WEBBER GREENS,46,26,17,0
WARD 1,4740,WEBBER GREENS,47,11,7,0
WARD 1,4740,WEBBER GREENS,48,18,13,0
WARD 1,4740,WEBBER GREENS,49,16,8,0
WARD 1,4740,WEBBER GREENS,50,5,11,0
WARD 1,4740,WEBBER GREENS,51,12,7,0
WARD 1,4740,WEBBER GREENS,52,11,10,0
WARD 1,4740,WEBBER GREENS,53,18,6,0
WARD 1,4740,WEBBER GREENS,54,14,4,0
WARD 1,4740,WEBBER GREENS,55,3,8,0
WARD 1,4740,WEBBER GREENS,56,10,8,0
WARD 1,4740,WEBBER GREENS,57,7,6,0
WARD 1,4740,WEBBER GREENS,58,6,9,0
WARD 1,4740,WEBBER GREENS,59,5,5,0
WARD 1,4740,WEBBER GREENS,60,6,4,0
WARD 1,4740,WEBBER GREENS,61,7,2,0
WARD 1,4740,WEBBER GREENS,62,6,4,0
WARD 1,4740,WEBBER GREENS,63,3,6,0
WARD 1,4740,WEBBER GREENS,64,3,5,0
WARD 1,4740,WEBBER GREENS,65,3,1,0
WARD 1,4740,WEBBER GREENS,66,2,4,0
WARD 1,4740,WEBBER GREENS,67,2,1,0
WARD 1,4740,WEBBER GREENS,68,1,3,0
WARD 1,4740,WEBBER GREENS,69,2,0,0
WARD 1,4740,WEBBER GREENS,70,3,1,0
WARD 1,4740,WEBBER GREENS,71,0,2,0
WARD 1,4740,WEBBER GREENS,72,6,1,0
WARD 1,4740,WEBBER GREENS,73,1,0,0
WARD 1,4740,WEBBER GREENS,74,2,1,0
WARD 1,4740,WEBBER GREENS,75,0,2,0
WARD 1,4740,WEBBER GREENS,76,0,0,0
WARD 1,4740,WEBBER GREENS,77,0,0,0
WARD 1,4740,WEBBER GREENS,78,0,0,0
WARD 1,4740,WEBBER GREENS,79,0,1,0
WARD 1,4740,WEBBER GREENS,80,0,1,0
WARD 1,4740,WEBBER GREENS,81,0,0,0
WARD 1,4740,WEBBER GREENS,82,0,0,0
WARD 1,4740,WEBBER GREENS,83,0,0,0
WARD 1,4740,WEBBER GREENS,84,2,0,0
WARD 1,4740,WEBBER GREENS,85+,5,3,0
WARD 1,4740,WEBBER GREENS,No response,373,347,0
WARD 1,4750,ROSENTHAL,0,11,9,0
WARD 1,4750,ROSENTHAL,1,10,7,0
WARD 1,4750,ROSENTHAL,2,11,5,0
WARD 1,4750,ROSENTHAL,3,9,6,0
WARD 1,4750,ROSENTHAL,4,6,5,0
WARD 1,4750,ROSENTHAL,5,6,7,0
WARD 1,4750,ROSENTHAL,6,11,6,0
WARD 1,4750,ROSENTHAL,7,6,6,0
WARD 1,4750,ROSENTHAL,8,7,4,0
WARD 1,4750,ROSENTHAL,9,5,5,0
WARD 1,4750,ROSENTHAL,10,2,4,0
WARD 1,4750,ROSENTHAL,11,6,6,0
WARD 1,4750,ROSENTHAL,12,4,8,0
WARD 1,4750,ROSENTHAL,13,5,7,0
WARD 1,4750,ROSENTHAL,14,4,3,0
WARD 1,4750,ROSENTHAL,15,3,7,0
WARD 1,4750,ROSENTHAL,16,9,2,0
WARD 1,4750,ROSENTHAL,17,6,5,0
WARD 1,4750,ROSENTHAL,18,2,5,0
WARD 1,4750,ROSENTHAL,19,9,1,0
WARD 1,4750,ROSENTHAL,20,6,4,0
WARD 1,4750,ROSENTHAL,21,3,5,0
WARD 1,4750,ROSENTHAL,22,7,4,0
WARD 1,4750,ROSENTHAL,23,6,3,0
WARD 1,4750,ROSENTHAL,24,6,6,0
WARD 1,4750,ROSENTHAL,25,8,3,0
WARD 1,4750,ROSENTHAL,26,7,7,0
WARD 1,4750,ROSENTHAL,27,10,8,0
WARD 1,4750,ROSENTHAL,28,13,7,0
WARD 1,4750,ROSENTHAL,29,7,10,0
WARD 1,4750,ROSENTHAL,30,13,11,0
WARD 1,4750,ROSENTHAL,31,13,6,0
WARD 1,4750,ROSENTHAL,32,10,6,0
WARD 1,4750,ROSENTHAL,33,10,4,0
WARD 1,4750,ROSENTHAL,34,8,8,0
WARD 1,4750,ROSENTHAL,35,12,4,0
WARD 1,4750,ROSENTHAL,36,12,9,0
WARD 1,4750,ROSENTHAL,37,12,5,0
WARD 1,4750,ROSENTHAL,38,14,8,0
WARD 1,4750,ROSENTHAL,39,9,9,0
WARD 1,4750,ROSENTHAL,40,8,10,0
WARD 1,4750,ROSENTHAL,41,10,6,0
WARD 1,4750,ROSENTHAL,42,5,14,0
WARD 1,4750,ROSENTHAL,43,12,4,0
WARD 1,4750,ROSENTHAL,44,10,11,0
WARD 1,4750,ROSENTHAL,45,6,6,0
WARD 1,4750,ROSENTHAL,46,4,2,0
WARD 1,4750,ROSENTHAL,47,6,3,0
WARD 1,4750,ROSENTHAL,48,5,5,0
WARD 1,4750,ROSENTHAL,49,5,2,0
WARD 1,4750,ROSENTHAL,50,2,3,0
WARD 1,4750,ROSENTHAL,51,4,2,0
WARD 1,4750,ROSENTHAL,52,3,2,0
WARD 1,4750,ROSENTHAL,53,3,4,0
WARD 1,4750,ROSENTHAL,54,5,0,0
WARD 1,4750,ROSENTHAL,55,5,6,0
WARD 1,4750,ROSENTHAL,56,7,5,0
WARD 1,4750,ROSENTHAL,57,10,1,0
WARD 1,4750,ROSENTHAL,58,2,1,0
WARD 1,4750,ROSENTHAL,59,5,2,0
WARD 1,4750,ROSENTHAL,60,3,4,0
WARD 1,4750,ROSENTHAL,61,6,0,0
WARD 1,4750,ROSENTHAL,62,2,0,0
WARD 1,4750,ROSENTHAL,63,5,1,0
WARD 1,4750,ROSENTHAL,64,3,3,0
WARD 1,4750,ROSENTHAL,65,4,2,0
WARD 1,4750,ROSENTHAL,66,2,1,0
WARD 1,4750,ROSENTHAL,67,2,2,0
WARD 1,4750,ROSENTHAL,68,1,1,0
WARD 1,4750,ROSENTHAL,69,0,4,0
WARD 1,4750,ROSENTHAL,70,1,1,0
WARD 1,4750,ROSENTHAL,71,0,3,0
WARD 1,4750,ROSENTHAL,72,1,0,0
WARD 1,4750,ROSENTHAL,73,1,2,0
WARD 1,4750,ROSENTHAL,74,0,0,0
WARD 1,4750,ROSENTHAL,75,0,0,0
WARD 1,4750,ROSENTHAL,76,0,1,0
WARD 1,4750,ROSENTHAL,77,0,0,0
WARD 1,4750,ROSENTHAL,78,0,0,0
WARD 1,4750,ROSENTHAL,79,0,0,0
WARD 1,4750,ROSENTHAL,80,0,1,0
WARD 1,4750,ROSENTHAL,81,1,0,0
WARD 1,4750,ROSENTHAL,82,0,1,0
WARD 1,4750,ROSENTHAL,83,0,0,0
WARD 1,4750,ROSENTHAL,84,0,0,0
WARD 1,4750,ROSENTHAL,85+,0,0,0
